Date	Open	High	Low	Close 	Adj Close 	Volume
Mar 10, 2024	68,500.26	70,005.20	68,239.98	69,019.79	69,019.79	35,683,977,532
Mar 9, 2024	68,299.26	68,673.05	68,053.13	68,498.88	68,498.88	21,609,650,379
Mar 8, 2024	66,938.09	70,083.05	66,230.45	68,300.09	68,300.09	59,202,881,172
Mar 7, 2024	66,099.74	68,029.92	65,655.53	66,925.48	66,925.48	46,989,543,159
Mar 6, 2024	63,776.05	67,637.93	62,848.67	66,106.80	66,106.80	68,750,229,073
Mar 5, 2024	68,341.05	69,170.63	59,323.91	63,801.20	63,801.20	102,802,940,877
Mar 4, 2024	63,137.00	68,537.03	62,386.52	68,330.41	68,330.41	70,670,471,105
Mar 3, 2024	62,031.58	63,230.21	61,435.02	63,167.37	63,167.37	26,253,811,450
Mar 2, 2024	62,431.65	62,458.70	61,657.29	62,029.85	62,029.85	23,888,473,685
Mar 1, 2024	61,168.06	63,155.10	60,802.53	62,440.63	62,440.63	40,186,368,423
Feb 29, 2024	62,499.18	63,585.64	60,498.73	61,198.38	61,198.38	65,496,611,844
Feb 28, 2024	57,071.10	63,913.13	56,738.43	62,504.79	62,504.79	83,239,156,760
Feb 27, 2024	54,519.36	57,537.84	54,484.20	57,085.37	57,085.37	49,756,832,031
Feb 26, 2024	51,730.54	54,938.18	50,931.03	54,522.40	54,522.40	34,074,411,896
Feb 25, 2024	51,565.21	51,950.03	51,306.17	51,733.24	51,733.24	15,413,239,245
Feb 24, 2024	50,736.37	51,684.20	50,585.45	51,571.10	51,571.10	15,174,077,879
Feb 23, 2024	51,283.91	51,497.93	50,561.78	50,731.95	50,731.95	21,427,078,270
Feb 22, 2024	51,854.64	52,009.61	50,926.29	51,304.97	51,304.97	25,413,900,611
Feb 21, 2024	52,273.54	52,368.82	50,671.76	51,839.18	51,839.18	28,624,907,020
Feb 20, 2024	51,777.73	52,945.05	50,792.31	52,284.88	52,284.88	33,353,758,256
Feb 19, 2024	52,134.81	52,483.32	51,711.82	51,779.14	51,779.14	21,362,184,346
Feb 18, 2024	51,661.97	52,356.96	51,233.71	52,122.55	52,122.55	17,595,377,311
Feb 17, 2024	52,161.68	52,191.91	50,669.67	51,663.00	51,663.00	20,009,091,006
Feb 16, 2024	51,937.73	52,537.97	51,641.37	52,160.20	52,160.20	28,180,567,298
Feb 15, 2024	51,836.79	52,820.07	51,371.63	51,938.55	51,938.55	38,564,360,533
Feb 14, 2024	49,733.45	52,021.37	49,296.83	51,826.70	51,826.70	39,105,608,050
Feb 13, 2024	49,941.36	50,358.39	48,406.50	49,742.44	49,742.44	35,593,051,468
Feb 12, 2024	48,296.39	50,280.48	47,745.76	49,958.22	49,958.22	34,511,985,805
Feb 11, 2024	47,768.97	48,535.94	47,617.41	48,293.92	48,293.92	19,315,867,136
Feb 10, 2024	47,153.53	48,146.17	46,905.32	47,771.28	47,771.28	16,398,681,570
Feb 9, 2024	45,297.38	48,152.50	45,260.82	47,147.20	47,147.20	39,316,770,844
Feb 8, 2024	44,332.13	45,575.84	44,332.13	45,301.57	45,301.57	26,154,524,080
Feb 7, 2024	43,090.02	44,341.95	42,775.96	44,318.22	44,318.22	21,126,587,775
Feb 6, 2024	42,657.39	43,344.15	42,529.02	43,084.67	43,084.67	16,798,476,726
Feb 5, 2024	42,577.62	43,494.25	42,264.82	42,658.67	42,658.67	18,715,487,317
Feb 4, 2024	42,994.94	43,097.64	42,374.83	42,583.58	42,583.58	14,802,225,490
Feb 3, 2024	43,184.96	43,359.94	42,890.81	42,992.25	42,992.25	11,169,245,236
Feb 2, 2024	43,077.64	43,422.49	42,584.34	43,185.86	43,185.86	18,603,843,039
Feb 1, 2024	42,569.76	43,243.17	41,879.19	43,075.77	43,075.77	21,423,953,779
Jan 31, 2024	42,946.25	43,717.41	42,298.95	42,582.61	42,582.61	24,673,628,793
Jan 30, 2024	43,300.23	43,838.95	42,711.37	42,952.61	42,952.61	23,842,814,518
Jan 29, 2024	42,030.91	43,305.87	41,818.33	43,288.25	43,288.25	20,668,476,578
Jan 28, 2024	42,126.13	42,797.18	41,696.91	42,035.59	42,035.59	16,858,971,687
Jan 27, 2024	41,815.63	42,195.63	41,431.28	42,120.05	42,120.05	11,422,941,934
Jan 26, 2024	39,936.82	42,209.39	39,825.69	41,816.87	41,816.87	25,598,119,893
Jan 25, 2024	40,075.55	40,254.48	39,545.66	39,933.81	39,933.81	18,491,782,013
Jan 24, 2024	39,877.59	40,483.79	39,508.80	40,077.07	40,077.07	22,359,526,178
Jan 23, 2024	39,518.71	40,127.35	38,521.89	39,845.55	39,845.55	29,244,553,045
Jan 22, 2024	41,553.65	41,651.21	39,450.12	39,507.37	39,507.37	31,338,708,143
Jan 21, 2024	41,671.49	41,855.37	41,497.01	41,545.79	41,545.79	9,344,043,642
Jan 20, 2024	41,624.59	41,877.89	41,446.82	41,665.59	41,665.59	11,586,690,904
Jan 19, 2024	41,278.46	42,134.16	40,297.46	41,618.41	41,618.41	25,752,407,154
Jan 18, 2024	42,742.31	42,876.35	40,631.17	41,262.06	41,262.06	25,218,357,242
Jan 17, 2024	43,132.10	43,189.89	42,189.31	42,742.65	42,742.65	20,851,232,595
Jan 16, 2024	42,499.34	43,566.27	42,086.00	43,154.95	43,154.95	24,062,872,740
Jan 15, 2024	41,715.07	43,319.72	41,705.42	42,511.97	42,511.97	22,320,220,558
Jan 14, 2024	42,842.26	43,065.60	41,724.61	41,796.27	41,796.27	17,521,429,522
Jan 13, 2024	42,799.45	43,234.66	42,464.14	42,842.38	42,842.38	20,601,860,469
Jan 12, 2024	46,354.79	46,498.14	41,903.77	42,853.17	42,853.17	43,332,698,900
Jan 11, 2024	46,656.07	48,969.37	45,678.64	46,368.59	46,368.59	45,833,734,549
Jan 10, 2024	46,121.54	47,647.22	44,483.15	46,627.78	46,627.78	50,114,613,298
Jan 9, 2024	46,987.64	47,893.70	45,244.71	46,139.73	46,139.73	39,821,290,992
Jan 8, 2024	43,948.71	47,218.00	43,244.08	46,970.50	46,970.50	42,746,192,015
Jan 7, 2024	43,998.46	44,495.57	43,662.23	43,943.10	43,943.10	19,330,573,863
Jan 6, 2024	44,178.95	44,227.63	43,475.16	43,989.20	43,989.20	16,092,503,468
Jan 5, 2024	44,192.98	44,353.29	42,784.72	44,162.69	44,162.69	32,336,029,347
Jan 4, 2024	42,855.82	44,770.02	42,675.18	44,179.92	44,179.92	30,448,091,210
Jan 3, 2024	44,961.60	45,503.24	40,813.54	42,848.18	42,848.18	46,342,323,118
Jan 2, 2024	44,187.14	45,899.71	44,176.95	44,957.97	44,957.97	39,335,274,536
Jan 1, 2024	42,280.23	44,175.44	42,214.98	44,167.33	44,167.33	18,426,978,443
Dec 31, 2023	42,152.10	42,860.94	41,998.25	42,265.19	42,265.19	16,397,498,810
Dec 30, 2023	42,091.75	42,584.13	41,556.23	42,156.90	42,156.90	16,013,925,945
Dec 29, 2023	42,614.64	43,124.32	41,424.06	42,099.40	42,099.40	26,000,021,055
Dec 28, 2023	43,468.20	43,804.78	42,318.55	42,627.86	42,627.86	22,992,093,014
Dec 27, 2023	42,518.47	43,683.16	42,167.58	43,442.86	43,442.86	25,260,941,032
Dec 26, 2023	43,599.85	43,603.18	41,676.49	42,520.40	42,520.40	30,026,850,982
Dec 25, 2023	43,010.57	43,765.09	42,765.77	43,613.14	43,613.14	21,115,795,370
Dec 24, 2023	43,728.37	43,945.52	42,786.92	43,016.12	43,016.12	18,830,554,085
Dec 23, 2023	44,012.20	44,015.70	43,351.36	43,739.54	43,739.54	13,507,796,558
Dec 22, 2023	43,868.99	44,367.96	43,441.97	43,997.90	43,997.90	21,028,503,216
Dec 21, 2023	43,648.13	44,240.67	43,330.05	43,869.15	43,869.15	22,452,766,169
Dec 20, 2023	42,261.30	44,275.59	42,223.82	43,652.25	43,652.25	27,868,908,174
Dec 19, 2023	42,641.51	43,354.30	41,826.34	42,270.53	42,270.53	23,171,001,281
Dec 18, 2023	41,348.20	42,720.30	40,530.26	42,623.54	42,623.54	25,224,642,008
Dec 17, 2023	42,236.11	42,359.50	41,274.54	41,364.66	41,364.66	16,678,702,876
Dec 16, 2023	41,937.74	42,664.95	41,723.11	42,240.12	42,240.12	14,386,729,590
Dec 15, 2023	43,028.25	43,087.82	41,692.97	41,929.76	41,929.76	19,639,442,462
Dec 14, 2023	42,884.26	43,390.86	41,767.09	43,023.97	43,023.97	25,578,530,178
Dec 13, 2023	41,468.46	43,429.78	40,676.87	42,890.74	42,890.74	26,797,884,674
Dec 12, 2023	41,238.73	42,048.30	40,667.56	41,450.22	41,450.22	24,779,520,132
Dec 11, 2023	43,792.02	43,808.38	40,234.58	41,243.83	41,243.83	40,632,672,038
Dec 10, 2023	43,728.38	44,034.63	43,593.29	43,779.70	43,779.70	13,000,481,418
Dec 9, 2023	44,180.02	44,361.26	43,627.60	43,725.98	43,725.98	17,368,210,171
Dec 8, 2023	43,293.14	44,705.52	43,125.30	44,166.60	44,166.60	24,421,116,687
Dec 7, 2023	43,769.13	44,042.59	42,880.65	43,292.66	43,292.66	27,635,760,671
Dec 6, 2023	44,080.02	44,265.77	43,478.08	43,746.45	43,746.45	29,909,761,586
Dec 5, 2023	41,986.27	44,408.66	41,421.15	44,080.65	44,080.65	36,312,154,535
Dec 4, 2023	39,978.63	42,371.75	39,978.63	41,980.10	41,980.10	39,856,129,827
Dec 3, 2023	39,472.21	40,135.61	39,298.16	39,978.39	39,978.39	15,769,696,322
Dec 2, 2023	38,689.28	39,678.94	38,652.59	39,476.33	39,476.33	15,534,035,612
Dec 1, 2023	37,718.01	38,954.11	37,629.36	38,688.75	38,688.75	23,512,784,002
Nov 30, 2023	37,861.12	38,141.75	37,531.14	37,712.75	37,712.75	18,115,982,627
Nov 29, 2023	37,826.11	38,366.11	37,612.63	37,858.49	37,858.49	20,728,546,658
Nov 28, 2023	37,247.99	38,368.48	36,891.09	37,831.09	37,831.09	21,696,137,014
Nov 27, 2023	37,454.19	37,559.36	36,750.13	37,254.17	37,254.17	19,002,925,720
Nov 26, 2023	37,796.83	37,820.30	37,162.75	37,479.12	37,479.12	13,744,796,068
Nov 25, 2023	37,721.41	37,892.43	37,617.42	37,796.79	37,796.79	9,099,571,165
Nov 24, 2023	37,296.32	38,415.34	37,261.61	37,720.28	37,720.28	22,922,957,823
Nov 23, 2023	37,420.43	37,643.92	36,923.86	37,289.62	37,289.62	14,214,948,217
Nov 22, 2023	35,756.55	37,856.98	35,670.97	37,432.34	37,432.34	24,397,247,860
Nov 21, 2023	37,469.16	37,631.14	35,813.81	35,813.81	35,813.81	25,172,163,756
Nov 20, 2023	37,374.07	37,756.82	36,882.53	37,476.96	37,476.96	20,888,209,068
Nov 19, 2023	36,585.77	37,509.36	36,414.60	37,386.55	37,386.55	12,915,986,553
Nov 18, 2023	36,625.37	36,839.28	36,233.31	36,585.70	36,585.70	11,886,022,717
Nov 17, 2023	36,164.82	36,704.48	35,901.23	36,596.68	36,596.68	22,445,028,430
Nov 16, 2023	37,879.98	37,934.63	35,545.47	36,154.77	36,154.77	26,007,385,366
Nov 15, 2023	35,548.11	37,964.89	35,383.78	37,880.58	37,880.58	27,365,821,679
Nov 14, 2023	36,491.79	36,753.35	34,948.50	35,537.64	35,537.64	23,857,403,554
Nov 13, 2023	37,070.30	37,405.12	36,399.61	36,502.36	36,502.36	19,057,712,790
Nov 12, 2023	37,133.99	37,227.69	36,779.12	37,054.52	37,054.52	11,545,715,999
Nov 11, 2023	37,310.07	37,407.09	36,773.67	37,138.05	37,138.05	13,924,272,142
Nov 10, 2023	36,702.25	37,493.80	36,362.75	37,313.97	37,313.97	22,711,265,155
Nov 9, 2023	35,633.63	37,926.26	35,592.10	36,693.13	36,693.13	37,762,672,382
Nov 8, 2023	35,419.48	35,994.42	35,147.80	35,655.28	35,655.28	17,295,394,918
Nov 7, 2023	35,047.79	35,892.42	34,545.82	35,443.56	35,443.56	18,834,737,789
Nov 6, 2023	35,044.79	35,286.03	34,765.36	35,037.37	35,037.37	12,693,436,420
Nov 5, 2023	35,090.01	35,340.34	34,594.24	35,049.36	35,049.36	12,412,743,996
Nov 4, 2023	34,736.32	35,256.03	34,616.69	35,082.20	35,082.20	9,561,294,264
Nov 3, 2023	34,942.47	34,942.47	34,133.44	34,732.32	34,732.32	17,158,456,701
Nov 2, 2023	35,441.58	35,919.84	34,401.57	34,938.24	34,938.24	20,998,158,544
Nov 1, 2023	34,657.27	35,527.93	34,170.69	35,437.25	35,437.25	22,446,272,005
Oct 31, 2023	34,500.08	34,719.25	34,083.31	34,667.78	34,667.78	15,758,270,810
Oct 30, 2023	34,531.74	34,843.93	34,110.97	34,502.36	34,502.36	17,184,860,315
Oct 29, 2023	34,089.37	34,743.26	33,947.57	34,538.48	34,538.48	11,160,323,986
Oct 28, 2023	33,907.72	34,399.39	33,874.80	34,089.57	34,089.57	10,160,330,825
Oct 27, 2023	34,156.50	34,238.21	33,416.89	33,909.80	33,909.80	16,418,032,871
Oct 26, 2023	34,504.29	34,832.91	33,762.32	34,156.65	34,156.65	19,427,195,376
Oct 25, 2023	33,916.04	35,133.76	33,709.11	34,502.82	34,502.82	25,254,318,008
Oct 24, 2023	33,077.30	35,150.43	32,880.76	33,901.53	33,901.53	44,934,999,645
Oct 23, 2023	30,140.69	34,370.44	30,097.83	33,086.23	33,086.23	38,363,572,311
Oct 22, 2023	29,918.65	30,199.43	29,720.31	29,993.90	29,993.90	10,446,520,040
Oct 21, 2023	29,683.38	30,287.48	29,481.75	29,918.41	29,918.41	11,541,146,996
Oct 20, 2023	28,732.81	30,104.09	28,601.67	29,682.95	29,682.95	21,536,125,230
Oct 19, 2023	28,332.42	28,892.47	28,177.99	28,719.81	28,719.81	14,448,058,195
Oct 18, 2023	28,413.53	28,889.01	28,174.25	28,328.34	28,328.34	12,724,128,586
Oct 17, 2023	28,522.10	28,618.75	28,110.19	28,415.75	28,415.75	14,872,527,508
Oct 16, 2023	27,162.63	29,448.14	27,130.47	28,519.47	28,519.47	27,833,876,539
Oct 15, 2023	26,858.01	27,289.17	26,817.89	27,159.65	27,159.65	7,098,201,980
Oct 14, 2023	26,866.20	26,969.00	26,814.59	26,861.71	26,861.71	5,388,116,782
Oct 13, 2023	26,752.88	27,092.70	26,686.32	26,862.38	26,862.38	15,165,312,851
Oct 12, 2023	26,873.29	26,921.44	26,558.32	26,756.80	26,756.80	9,392,909,295
Oct 11, 2023	27,392.08	27,474.12	26,561.10	26,873.32	26,873.32	13,648,094,333
Oct 10, 2023	27,589.20	27,715.85	27,301.65	27,391.02	27,391.02	9,973,350,678
Oct 9, 2023	27,934.47	27,989.47	27,302.56	27,583.68	27,583.68	12,007,668,568
Oct 8, 2023	27,971.68	28,102.17	27,740.66	27,935.09	27,935.09	7,916,875,290
Oct 7, 2023	27,946.78	28,028.09	27,870.42	27,968.84	27,968.84	6,553,044,316
Oct 6, 2023	27,412.12	28,252.54	27,215.55	27,946.60	27,946.60	13,492,391,599
Oct 5, 2023	27,798.65	28,091.86	27,375.60	27,415.91	27,415.91	11,877,253,670
Oct 4, 2023	27,429.07	27,826.66	27,248.11	27,799.39	27,799.39	11,143,355,314
Oct 3, 2023	27,508.25	27,667.19	27,216.00	27,429.98	27,429.98	11,407,814,187
Oct 2, 2023	27,976.80	28,494.46	27,347.79	27,530.79	27,530.79	19,793,041,322
Oct 1, 2023	26,967.40	28,047.24	26,965.09	27,983.75	27,983.75	9,503,917,434
Sep 30, 2023	26,911.69	27,091.79	26,888.97	26,967.92	26,967.92	5,331,172,801
Sep 29, 2023	27,024.84	27,225.94	26,721.76	26,911.72	26,911.72	10,396,435,377
Sep 28, 2023	26,355.81	27,259.50	26,327.32	27,021.55	27,021.55	14,079,002,707
Sep 27, 2023	26,209.50	26,817.84	26,111.46	26,352.72	26,352.72	11,718,380,997
Sep 26, 2023	26,294.76	26,389.88	26,090.71	26,217.25	26,217.25	9,985,498,161
Sep 25, 2023	26,253.78	26,421.51	26,011.47	26,298.48	26,298.48	11,997,833,257
Sep 24, 2023	26,579.37	26,716.06	26,221.05	26,256.83	26,256.83	8,192,867,686
Sep 23, 2023	26,578.56	26,634.19	26,520.52	26,579.39	26,579.39	7,404,700,301
Sep 22, 2023	26,564.06	26,726.08	26,495.53	26,579.57	26,579.57	10,578,746,709
Sep 21, 2023	27,129.84	27,152.94	26,389.30	26,567.63	26,567.63	13,371,443,708
Sep 20, 2023	27,210.23	27,379.51	26,864.08	27,132.01	27,132.01	13,281,116,604
Sep 19, 2023	26,760.85	27,488.76	26,681.61	27,211.12	27,211.12	13,807,690,550
Sep 18, 2023	26,532.99	27,414.73	26,415.52	26,754.28	26,754.28	15,615,339,655
Sep 17, 2023	26,567.93	26,618.00	26,445.07	26,534.19	26,534.19	6,774,210,670
Sep 16, 2023	26,606.20	26,754.77	26,473.89	26,568.28	26,568.28	7,402,031,417
Sep 15, 2023	26,533.82	26,840.50	26,240.70	26,608.69	26,608.69	11,479,735,788
Sep 14, 2023	26,228.28	26,774.62	26,171.45	26,539.67	26,539.67	13,811,359,124
Sep 13, 2023	25,837.55	26,376.11	25,781.12	26,228.32	26,228.32	13,072,077,070
Sep 12, 2023	25,160.66	26,451.94	25,133.08	25,833.34	25,833.34	18,657,279,324
Sep 11, 2023	25,831.71	25,883.95	24,930.30	25,162.65	25,162.65	14,600,006,467
Sep 10, 2023	25,895.21	25,978.13	25,640.26	25,832.23	25,832.23	7,899,553,047
Sep 9, 2023	25,905.43	25,921.98	25,810.49	25,895.68	25,895.68	5,481,314,132
Sep 8, 2023	26,245.21	26,414.01	25,677.48	25,905.65	25,905.65	10,817,356,400
Sep 7, 2023	25,748.31	26,409.30	25,608.20	26,240.20	26,240.20	11,088,307,100
Sep 6, 2023	25,783.93	25,953.02	25,404.36	25,753.24	25,753.24	12,752,705,327
Sep 5, 2023	25,814.96	25,858.38	25,589.99	25,779.98	25,779.98	11,094,740,040
Sep 4, 2023	25,968.17	26,081.53	25,657.03	25,812.42	25,812.42	10,680,635,106
Sep 3, 2023	25,869.47	26,087.15	25,817.03	25,969.57	25,969.57	8,962,524,523
Sep 2, 2023	25,800.91	25,970.29	25,753.09	25,868.80	25,868.80	10,100,387,473
Sep 1, 2023	25,934.02	26,125.87	25,362.61	25,800.72	25,800.72	17,202,862,221
Aug 31, 2023	27,301.93	27,456.08	25,752.93	25,931.47	25,931.47	20,181,001,451
Aug 30, 2023	27,726.08	27,760.16	27,069.21	27,297.27	27,297.27	16,343,655,235
Aug 29, 2023	26,102.49	28,089.34	25,912.63	27,727.39	27,727.39	29,368,391,712
Aug 28, 2023	26,089.62	26,198.58	25,880.60	26,106.15	26,106.15	11,002,805,166
Aug 27, 2023	26,008.24	26,165.37	25,965.10	26,089.69	26,089.69	6,913,768,611
Aug 26, 2023	26,047.23	26,107.38	25,983.88	26,008.46	26,008.46	6,034,817,316
Aug 25, 2023	26,163.68	26,248.10	25,786.81	26,047.67	26,047.67	12,406,045,118
Aug 24, 2023	26,431.52	26,554.91	25,914.93	26,162.37	26,162.37	12,871,532,023
Aug 23, 2023	26,040.47	26,786.90	25,805.00	26,431.64	26,431.64	16,985,265,785
Aug 22, 2023	26,130.75	26,135.51	25,520.73	26,031.66	26,031.66	14,503,820,706
Aug 21, 2023	26,188.69	26,220.20	25,846.09	26,124.14	26,124.14	13,371,557,893
Aug 20, 2023	26,096.86	26,260.68	26,004.31	26,189.58	26,189.58	9,036,580,420
Aug 19, 2023	26,047.83	26,249.45	25,802.41	26,096.21	26,096.21	10,631,443,812
Aug 18, 2023	26,636.08	26,808.20	25,668.92	26,049.56	26,049.56	24,026,236,529
Aug 17, 2023	28,699.80	28,745.95	25,409.11	26,664.55	26,664.55	31,120,851,211
Aug 16, 2023	29,169.07	29,221.98	28,701.78	28,701.78	28,701.78	14,949,271,904
Aug 15, 2023	29,408.05	29,439.12	29,088.85	29,170.35	29,170.35	12,640,195,779
Aug 14, 2023	29,283.26	29,660.25	29,124.11	29,408.44	29,408.44	14,013,695,304
Aug 13, 2023	29,416.59	29,441.43	29,265.81	29,282.91	29,282.91	7,329,897,180
Aug 12, 2023	29,399.79	29,465.11	29,357.59	29,415.96	29,415.96	6,194,358,008
Aug 11, 2023	29,424.90	29,517.77	29,253.52	29,397.71	29,397.71	10,195,168,197
Aug 10, 2023	29,563.97	29,688.56	29,354.45	29,429.59	29,429.59	11,865,344,789
Aug 9, 2023	29,766.70	30,093.44	29,376.80	29,561.49	29,561.49	18,379,521,213
Aug 8, 2023	29,180.02	30,176.80	29,113.81	29,765.49	29,765.49	17,570,561,357
Aug 7, 2023	29,038.51	29,244.28	28,724.14	29,180.58	29,180.58	13,618,163,710
Aug 6, 2023	29,043.70	29,160.82	28,963.83	29,041.86	29,041.86	7,269,806,994
Aug 5, 2023	29,075.39	29,102.46	28,957.80	29,042.13	29,042.13	6,598,366,353
Aug 4, 2023	29,174.38	29,302.08	28,885.34	29,074.09	29,074.09	12,036,639,988
Aug 3, 2023	29,161.81	29,375.71	28,959.49	29,178.68	29,178.68	12,780,357,746
Aug 2, 2023	29,704.15	29,988.00	28,946.51	29,151.96	29,151.96	19,212,655,598
Aug 1, 2023	29,230.87	29,675.73	28,657.02	29,675.73	29,675.73	18,272,392,391
Jul 31, 2023	29,278.31	29,489.87	29,131.58	29,230.11	29,230.11	11,656,781,982
Jul 30, 2023	29,357.09	29,443.17	29,059.50	29,275.31	29,275.31	8,678,454,527
Jul 29, 2023	29,319.45	29,396.84	29,264.17	29,356.92	29,356.92	6,481,775,959
Jul 28, 2023	29,212.16	29,521.51	29,125.85	29,319.25	29,319.25	11,218,474,952
Jul 27, 2023	29,353.80	29,560.97	29,099.35	29,210.69	29,210.69	10,770,779,217
Jul 26, 2023	29,225.76	29,675.55	29,113.91	29,354.97	29,354.97	13,497,554,655
Jul 25, 2023	29,178.97	29,353.16	29,062.43	29,227.39	29,227.39	10,266,772,793
Jul 24, 2023	30,081.66	30,093.39	28,934.29	29,176.92	29,176.92	15,395,817,395
Jul 23, 2023	29,790.11	30,330.64	29,741.53	30,084.54	30,084.54	9,220,145,050
Jul 22, 2023	29,908.70	29,991.62	29,664.12	29,771.80	29,771.80	7,873,300,598
Jul 21, 2023	29,805.11	30,046.00	29,733.85	29,908.74	29,908.74	10,972,789,818
Jul 20, 2023	29,915.25	30,195.53	29,638.10	29,792.02	29,792.02	14,655,207,121
Jul 19, 2023	29,862.05	30,184.18	29,794.27	29,913.92	29,913.92	12,128,602,812
Jul 18, 2023	30,147.07	30,233.66	29,556.43	29,856.56	29,856.56	13,138,897,269
Jul 17, 2023	30,249.63	30,336.40	29,685.78	30,145.89	30,145.89	13,240,156,074
Jul 16, 2023	30,297.47	30,437.56	30,089.67	30,249.13	30,249.13	8,516,564,470
Jul 15, 2023	30,331.78	30,407.78	30,263.46	30,295.81	30,295.81	8,011,667,756
Jul 14, 2023	31,474.72	31,582.25	29,966.39	30,334.07	30,334.07	20,917,902,660
Jul 13, 2023	30,387.49	31,814.52	30,268.35	31,476.05	31,476.05	23,686,079,548
Jul 12, 2023	30,622.25	30,959.96	30,228.84	30,391.65	30,391.65	14,805,659,717
Jul 11, 2023	30,417.63	30,788.31	30,358.10	30,620.95	30,620.95	12,151,839,152
Jul 10, 2023	30,172.42	31,026.08	29,985.39	30,414.47	30,414.47	14,828,209,155
Jul 9, 2023	30,291.61	30,427.59	30,085.59	30,171.23	30,171.23	7,903,327,692
Jul 8, 2023	30,346.92	30,374.44	30,080.16	30,292.54	30,292.54	7,509,378,699
Jul 7, 2023	29,908.00	30,434.64	29,777.29	30,342.27	30,342.27	13,384,770,155
